,0,1,2,3
202001020103,単勝,7,1070,4
202001020103,複勝,7br4br1,190br130br110,4br2br1
202001020103,枠連,3 - 5,840,3
202001020103,馬連,4 - 7,2010,7
202001020103,ワイド,4 - 7br1 - 7br1 - 4,470br380br170,5br3br1
202001020103,馬単,7 → 4,4620,17
202001020103,三連複,1 - 4 - 7,880,2
202001020103,三連単,7 → 4 → 1,9320,22
202001020104,単勝,6,190,1
202001020104,複勝,6br4br7,110br230br170,1br4br3
202001020104,枠連,4 - 5,1190,4
202001020104,馬連,4 - 6,1070,3
202001020104,ワイド,4 - 6br6 - 7br4 - 7,430br270br830,4br2br10
202001020104,馬単,6 → 4,1580,5
202001020104,三連複,4 - 6 - 7,1760,4
202001020104,三連単,6 → 4 → 7,6450,15
202001020105,単勝,5,220,1
202001020105,複勝,5br2,130br150,2br3
202001020105,馬連,2 - 5,350,2
202001020105,ワイド,2 - 5br3 - 5br2 - 3,120br110br130,2br1br3
202001020105,馬単,5 → 2,560,2
202001020105,三連複,2 - 3 - 5,160,1
202001020105,三連単,5 → 2 → 3,770,2
202001020106,単勝,11,310,1
202001020106,複勝,11br15br13,140br290br160,1br6br2
202001020106,枠連,6 - 8,2640,11
202001020106,馬連,11 - 15,2990,10
202001020106,ワイド,11 - 15br11 - 13br13 - 15,"900br320br1,670",8br1br20
202001020106,馬単,11 → 15,4440,17
202001020106,三連複,11 - 13 - 15,3860,8
202001020106,三連単,11 → 15 → 13,20530,49
202001020107,単勝,7,1990,7
202001020107,複勝,7br9br12,430br220br160,7br4br1
202001020107,枠連,6 - 7,4600,20
202001020107,馬連,7 - 9,5750,19
202001020107,ワイド,7 - 9br7 - 12br9 - 12,"1,660br780br450",21br8br4
202001020107,馬単,7 → 9,18340,52
202001020107,三連複,7 - 9 - 12,4920,17
202001020107,三連単,7 → 9 → 12,57560,194
202001020108,単勝,8,430,3
202001020108,複勝,8br5br3,160br160br140,3br4br2
202001020108,馬連,5 - 8,1880,9
202001020108,ワイド,5 - 8br3 - 8br3 - 5,530br340br360,8br4br5
202001020108,馬単,8 → 5,2610,13
202001020108,三連複,3 - 5 - 8,1790,7
202001020108,三連単,8 → 5 → 3,8880,34
202001020109,単勝,13,320,2
202001020109,複勝,13br6br4,130br200br130,2br4br1
202001020109,枠連,5 - 8,1530,6
202001020109,馬連,6 - 13,1550,4
202001020109,ワイド,6 - 13br4 - 13br4 - 6,580br210br410,6br1br4
202001020109,馬単,13 → 6,2220,7
202001020109,三連複,4 - 6 - 13,1500,2
202001020109,三連単,13 → 6 → 4,7650,9
202001020110,単勝,6,320,2
202001020110,複勝,6br7br8,110br110br110,2br1br3
202001020110,馬連,6 - 7,270,1
202001020110,ワイド,6 - 7br6 - 8br7 - 8,140br180br160,1br3br2
202001020110,馬単,6 → 7,570,2
202001020110,三連複,6 - 7 - 8,240,1
202001020110,三連単,6 → 7 → 8,1070,2
202001020111,単勝,1,380,1
202001020111,複勝,1br8br7,160br220br370,1br4br7
202001020111,枠連,1 - 5,790,1
202001020111,馬連,1 - 8,1240,3
202001020111,ワイド,1 - 8br1 - 7br7 - 8,"430br820br1,520",2br7br21
202001020111,馬単,1 → 8,2210,5
202001020111,三連複,1 - 7 - 8,5400,17
202001020111,三連単,1 → 8 → 7,20490,51
202001020112,単勝,8,640,4
202001020112,複勝,8br7br3,150br180br150,3br4br2
202001020112,枠連,6 - 6,1740,4
202001020112,馬連,7 - 8,1800,7
202001020112,ワイド,7 - 8br3 - 8br3 - 7,590br410br420,6br4br5
202001020112,馬単,8 → 7,3930,14
202001020112,三連複,3 - 7 - 8,2230,6
202001020112,三連単,8 → 7 → 3,15740,48
202001020201,単勝,8,2560,6
202001020201,複勝,8br2br6,350br110br190,6br1br3
202001020201,馬連,2 - 8,1720,8
202001020201,ワイド,2 - 8br6 - 8br2 - 6,"620br1,550br320",8br17br2
202001020201,馬単,8 → 2,6130,18
202001020201,三連複,2 - 6 - 8,3170,11
202001020201,三連単,8 → 2 → 6,43690,104
202001020202,単勝,2,740,4
202001020202,複勝,2br10br7,330br710br230,6br9br4
202001020202,枠連,2 - 6,15720,29
202001020202,馬連,2 - 10,18950,42
202001020202,ワイド,2 - 10br2 - 7br7 - 10,"5,560br1,180br2,630",45br15br29
202001020202,馬単,2 → 10,33110,76
202001020202,三連複,2 - 7 - 10,43980,98
202001020202,三連単,2 → 10 → 7,245640,535
202001020203,単勝,1,330,1
202001020203,複勝,1br2br14,150br170br440,1br3br8
202001020203,枠連,1 - 2,660,1
202001020203,馬連,1 - 2,740,1
202001020203,ワイド,1 - 2br1 - 14br2 - 14,"340br1,980br1,670",2br28br21
202001020203,馬単,1 → 2,1500,2
202001020203,三連複,1 - 2 - 14,6230,22
202001020203,三連単,1 → 2 → 14,21150,62
202001020204,単勝,12,450,2
202001020204,複勝,12br9br13,"210br2,610br1,320",3br13br9
202001020204,枠連,6 - 7,14280,21
202001020204,馬連,9 - 12,26810,39
202001020204,ワイド,9 - 12br12 - 13br9 - 13,"6,090br3,260br39,980",38br26br77
202001020204,馬単,12 → 9,44870,67
202001020204,三連複,9 - 12 - 13,265760,197
202001020204,三連単,12 → 9 → 13,1093820,911
202001020205,単勝,6,120,1
202001020205,複勝,6br1,100br250,1br3
202001020205,馬連,1 - 6,590,2
202001020205,ワイド,1 - 6br2 - 6br1 - 2,180br110br300,2br1br7
202001020205,馬単,6 → 1,640,2
202001020205,三連複,1 - 2 - 6,330,1
202001020205,三連単,6 → 1 → 2,1210,4
202001020206,単勝,6,700,3
202001020206,複勝,6br9br8,220br130br280,3br2br4
202001020206,枠連,5 - 7,520,3
202001020206,馬連,6 - 9,1190,3
202001020206,ワイド,6 - 9br6 - 8br8 - 9,"500br1,520br560",3br16br6
202001020206,馬単,6 → 9,3120,10
202001020206,三連複,6 - 8 - 9,4030,11
202001020206,三連単,6 → 9 → 8,20780,65
202001020207,単勝,8,350,1
202001020207,複勝,8br10br11,150br190br180,1br4br3
202001020207,枠連,6 - 7,880,4
202001020207,馬連,8 - 10,1990,6
202001020207,ワイド,8 - 10br8 - 11br10 - 11,680br500br680,6br3br5
202001020207,馬単,8 → 10,3330,10
202001020207,三連複,8 - 10 - 11,2790,5
202001020207,三連単,8 → 10 → 11,13810,23
202001020208,単勝,7,410,2
202001020208,複勝,7br3br8,160br230br300,2br4br6
202001020208,枠連,3 - 6,1520,8
202001020208,馬連,3 - 7,1580,5
202001020208,ワイド,3 - 7br7 - 8br3 - 8,"630br740br1,500",5br7br21
202001020208,馬単,7 → 3,2680,9
202001020208,三連複,3 - 7 - 8,5390,18
202001020208,三連単,7 → 3 → 8,23350,70
202001020209,単勝,10,340,1
202001020209,複勝,10br8br6,150br190br680,1br4br9
202001020209,枠連,6 - 7,290,1
202001020209,馬連,8 - 10,880,3
202001020209,ワイド,8 - 10br6 - 10br6 - 8,"420br1,560br1,330",4br19br18
202001020209,馬単,10 → 8,1450,4
202001020209,三連複,6 - 8 - 10,7880,26
202001020209,三連単,10 → 8 → 6,29000,105
202001020210,単勝,6,2780,9
202001020210,複勝,6br5br4,"890br510br2,310",9br6br13
202001020210,枠連,4 - 5,4950,19
202001020210,馬連,5 - 6,13310,33
202001020210,ワイド,5 - 6br4 - 6br4 - 5,"3,630br20,590br15,130",35br74br70
202001020210,馬単,6 → 5,30450,72
202001020210,三連複,4 - 5 - 6,250330,231
202001020210,三連単,6 → 5 → 4,1412320,1247
202001020211,単勝,13,410,2
202001020211,複勝,13br4br10,160br320br210,2br6br3
202001020211,枠連,4 - 8,880,4
202001020211,馬連,4 - 13,3590,17
202001020211,ワイド,4 - 13br10 - 13br4 - 10,"1,080br670br1,390",15br4br22
202001020211,馬単,13 → 4,6360,27
202001020211,三連複,4 - 10 - 13,7330,27
202001020211,三連単,13 → 4 → 10,41710,143
202001020212,単勝,7,190,1
202001020212,複勝,7br10br4,110br120br240,1br2br6
202001020212,枠連,7 - 8,190,1
202001020212,馬連,7 - 10,240,1
202001020212,ワイド,7 - 10br4 - 7br4 - 10,160br540br670,1br7br9
202001020212,馬単,7 → 10,400,1
202001020212,三連複,4 - 7 - 10,1510,4
202001020212,三連単,7 → 10 → 4,4530,11
202001020301,単勝,1,530,3
202001020301,複勝,1br4br8,200br230br620,3br5br6
202001020301,馬連,1 - 4,1660,10
202001020301,ワイド,1 - 4br1 - 8br4 - 8,"650br1,140br2,140",10br12br19
202001020301,馬単,1 → 4,2950,19
202001020301,三連複,1 - 4 - 8,11450,33
202001020301,三連単,1 → 4 → 8,47860,116
202001020302,単勝,2,260,1
202001020302,複勝,2br3br1,140br130br920,2br1br8
202001020302,馬連,2 - 3,390,1
202001020302,ワイド,2 - 3br1 - 2br1 - 3,"210br2,130br1,680",1br22br20
202001020302,馬単,2 → 3,660,1
202001020302,三連複,1 - 2 - 3,4680,18
202001020302,三連単,2 → 3 → 1,12300,42
202001020303,単勝,13,1640,8
202001020303,複勝,13br7br5,470br350br150,9br6br1
202001020303,枠連,5 - 8,1470,7
202001020303,馬連,7 - 13,9590,34
202001020303,ワイド,7 - 13br5 - 13br5 - 7,"3,950br1,290br1,470",44br14br17
202001020303,馬単,13 → 7,20690,78
202001020303,三連複,5 - 7 - 13,14880,55
202001020303,三連単,13 → 7 → 5,149300,531
202001020304,単勝,12,2990,10
202001020304,複勝,12br11br2,740br290br370,10br4br5
202001020304,枠連,6 - 6,11600,28
202001020304,馬連,11 - 12,12650,35
202001020304,ワイド,11 - 12br2 - 12br2 - 11,"3,440br3,240br1,490",36br35br16
202001020304,馬単,12 → 11,30810,82
202001020304,三連複,2 - 11 - 12,40320,105
202001020304,三連単,12 → 11 → 2,315420,733
202001020305,単勝,6,180,1
202001020305,複勝,6br1,110br130,1br2
202001020305,馬連,1 - 6,200,1
202001020305,ワイド,1 - 6br4 - 6br1 - 4,140br520br550,1br6br8
202001020305,馬単,6 → 1,310,1
202001020305,三連複,1 - 4 - 6,1270,3
202001020305,三連単,6 → 1 → 4,3000,8
202001020306,単勝,14,370,2
202001020306,複勝,14br5br13,180br240br850,2br4br10
202001020306,枠連,4 - 8,790,3
202001020306,馬連,5 - 14,1850,7
202001020306,ワイド,5 - 14br13 - 14br5 - 13,"640br1,790br5,810",6br22br48
202001020306,馬単,14 → 5,2910,9
202001020306,三連複,5 - 13 - 14,18730,57
202001020306,三連単,14 → 5 → 13,71030,231
202001020307,単勝,5,190,1
202001020307,複勝,5br3br6,130br390br260,1br7br4
202001020307,枠連,2 - 3,1480,6
202001020307,馬連,3 - 5,1510,5
202001020307,ワイド,3 - 5br5 - 6br3 - 6,"760br460br3,020",8br2br28
202001020307,馬単,5 → 3,2900,7
202001020307,三連複,3 - 5 - 6,5760,17
202001020307,三連単,5 → 3 → 6,20260,56
202001020308,単勝,11,170,1
202001020308,複勝,11br9br3,110br130br420,1br2br8
202001020308,枠連,7 - 8,260,1
202001020308,馬連,9 - 11,310,1
202001020308,ワイド,9 - 11br3 - 11br3 - 9,170br650br800,1br7br10
202001020308,馬単,11 → 9,470,1
202001020308,三連複,3 - 9 - 11,2350,6
202001020308,三連単,11 → 9 → 3,6770,13
202001020309,単勝,9,890,4
202001020309,複勝,9br7br3,240br120br480,4br1br7
202001020309,枠連,7 - 8,480,2
202001020309,馬連,7 - 9,890,3
202001020309,ワイド,7 - 9br3 - 9br3 - 7,"420br2,390br830",4br23br11
202001020309,馬単,9 → 7,2360,8
202001020309,三連複,3 - 7 - 9,4510,14
202001020309,三連単,9 → 7 → 3,29540,94
202001020310,単勝,6,1020,5
202001020310,複勝,6br4br3,240br150br150,5br2br3
202001020310,枠連,4 - 6,2070,11
202001020310,馬連,4 - 6,1700,9
202001020310,ワイド,4 - 6br3 - 6br3 - 4,600br660br350,8br9br2
202001020310,馬単,6 → 4,3820,18
202001020310,三連複,3 - 4 - 6,2220,6
202001020310,三連単,6 → 4 → 3,16940,59
202001020311,単勝,5,380,2
202001020311,複勝,5br4br9,120br130br110,2br3br1
202001020311,枠連,4 - 5,1190,5
202001020311,馬連,4 - 5,1110,4
202001020311,ワイド,4 - 5br5 - 9br4 - 9,260br150br170,4br1br2
202001020311,馬単,5 → 4,2140,8
202001020311,三連複,4 - 5 - 9,390,1
202001020311,三連単,5 → 4 → 9,3870,10
202001020312,単勝,4,1170,5
202001020312,複勝,4br2br5,250br250br160,4br5br2
202001020312,枠連,2 - 4,3060,16
202001020312,馬連,2 - 4,3560,15
202001020312,ワイド,2 - 4br4 - 5br2 - 5,"1,030br770br760",13br9br8
202001020312,馬単,4 → 2,8290,29
202001020312,三連複,2 - 4 - 5,5820,20
202001020312,三連単,4 → 2 → 5,45050,166
202001020401,単勝,1,150,1
202001020401,複勝,1br4br3,110br160br260,1br3br6
202001020401,馬連,1 - 4,550,2
202001020401,ワイド,1 - 4br1 - 3br3 - 4,"240br390br1,180",3br5br15
202001020401,馬単,1 → 4,650,2
202001020401,三連複,1 - 3 - 4,1760,8
202001020401,三連単,1 → 4 → 3,3590,12
202001020402,単勝,2,400,2
202001020402,複勝,2br5br8,220br980br220,2br8br3
202001020402,枠連,2 - 5,10800,19
202001020402,馬連,2 - 5,6670,16
202001020402,ワイド,2 - 5br2 - 8br5 - 8,"1,440br500br1,650",15br4br19
202001020402,馬単,2 → 5,13070,31
202001020402,三連複,2 - 5 - 8,12440,34
202001020402,三連単,2 → 5 → 8,88950,212
202001020403,単勝,4,2940,10
202001020403,複勝,4br2br13,"600br620br1,160",9br10br11
202001020403,枠連,2 - 3,3030,13
202001020403,馬連,2 - 4,15890,47
202001020403,ワイド,2 - 4br4 - 13br2 - 13,"3,920br12,230br10,240",47br77br71
202001020403,馬単,4 → 2,37140,101
202001020403,三連複,2 - 4 - 13,273950,305
202001020403,三連単,4 → 2 → 13,1301340,1630
202001020404,単勝,12,3130,7
202001020404,複勝,12br13br1,680br160br310,7br2br5
202001020404,枠連,7 - 8,4220,11
202001020404,馬連,12 - 13,4090,13
202001020404,ワイド,12 - 13br1 - 12br1 - 13,"1,330br3,750br730",13br28br8
202001020404,馬単,12 → 13,10720,29
202001020404,三連複,1 - 12 - 13,11060,30
202001020404,三連単,12 → 13 → 1,84730,201
202001020405,単勝,6,140,1
202001020405,複勝,6br1,110br120,1br2
202001020405,馬連,1 - 6,170,1
202001020405,ワイド,1 - 6br4 - 6br1 - 4,110br140br170,1br2br3
202001020405,馬単,6 → 1,270,1
202001020405,三連複,1 - 4 - 6,210,1
202001020405,三連単,6 → 1 → 4,550,1
202001020406,単勝,3,2460,10
202001020406,複勝,3br9br4,650br210br320,10br2br7
202001020406,枠連,3 - 8,4460,22
202001020406,馬連,3 - 9,5340,30
202001020406,ワイド,3 - 9br3 - 4br4 - 9,"1,950br2,500br800",33br41br8
202001020406,馬単,3 → 9,14490,73
202001020406,三連複,3 - 4 - 9,13030,72
202001020406,三連単,3 → 9 → 4,92420,484
202001020407,単勝,2,430,3
202001020407,複勝,2br9br8,230br250br120,4br5br1
202001020407,枠連,2 - 8,2150,9
202001020407,馬連,2 - 9,4330,14
202001020407,ワイド,2 - 9br2 - 8br8 - 9,"1,170br480br320",15br5br3
202001020407,馬単,2 → 9,5730,22
202001020407,三連複,2 - 8 - 9,3110,10
202001020407,三連単,2 → 9 → 8,18620,66
202001020408,単勝,1,400,3
202001020408,複勝,1br7,230br270,3br4
202001020408,馬連,1 - 7,1420,8
202001020408,ワイド,1 - 7br1 - 5br5 - 7,360br230br240,6br2br3
202001020408,馬単,1 → 7,2400,12
202001020408,三連複,1 - 5 - 7,1080,5
202001020408,三連単,1 → 7 → 5,6170,25
202001020409,単勝,13,880,4
202001020409,複勝,13br5br10,190br140br120,4br2br1
202001020409,枠連,4 - 8,960,5
202001020409,馬連,5 - 13,1380,5
202001020409,ワイド,5 - 13br10 - 13br5 - 10,470br420br200,5br4br1
202001020409,馬単,13 → 5,3230,11
202001020409,三連複,5 - 10 - 13,1220,2
202001020409,三連単,13 → 5 → 10,10130,24
202001020410,単勝,10,310,2
202001020410,複勝,10br5br11,110br110br230,2br1br3
202001020410,枠連,4 - 6,210,1
202001020410,馬連,5 - 10,230,1
202001020410,ワイド,5 - 10br10 - 11br5 - 11,150br630br560,1br7br5
202001020410,馬単,10 → 5,610,2
202001020410,三連複,5 - 10 - 11,1310,4
202001020410,三連単,10 → 5 → 11,4160,9
202001020411,単勝,1,370,2
202001020411,複勝,1br2br6,140br280br110,2br6br1
202001020411,枠連,1 - 2,3270,13
202001020411,馬連,1 - 2,2910,13
202001020411,ワイド,1 - 2br1 - 6br2 - 6,710br180br430,9br1br4
202001020411,馬単,1 → 2,4700,17
202001020411,三連複,1 - 2 - 6,1390,4
202001020411,三連単,1 → 2 → 6,10860,28
202001020412,単勝,1,380,2
202001020412,複勝,1br3br15,190br290br430,2br4br9
202001020412,枠連,1 - 2,720,3
202001020412,馬連,1 - 3,2070,7
202001020412,ワイド,1 - 3br1 - 15br3 - 15,"780br1,880br2,970",6br22br33
202001020412,馬単,1 → 3,3200,9
202001020412,三連複,1 - 3 - 15,14630,51
202001020412,三連単,1 → 3 → 15,55780,173
202001020501,単勝,1,410,2
202001020501,複勝,1br5,100br100,2br1
202001020501,馬連,1 - 5,120,1
202001020501,ワイド,1 - 5br1 - 2br2 - 5,110br210br170,1br5br3
202001020501,馬単,1 → 5,560,2
202001020501,三連複,1 - 2 - 5,250,2
202001020501,三連単,1 → 5 → 2,1450,7
202001020502,単勝,6,410,3
202001020502,複勝,6br5br10,140br190br130,3br5br1
202001020502,枠連,5 - 5,1880,7
202001020502,馬連,5 - 6,1930,10
202001020502,ワイド,5 - 6br6 - 10br5 - 10,570br300br480,9br3br8
202001020502,馬単,6 → 5,2920,15
202001020502,三連複,5 - 6 - 10,1740,7
202001020502,三連単,6 → 5 → 10,11430,47
202001020503,単勝,11,1280,5
202001020503,複勝,11br4br12,330br210br570,5br4br7
202001020503,枠連,4 - 8,1670,6
202001020503,馬連,4 - 11,2300,8
202001020503,ワイド,4 - 11br11 - 12br4 - 12,"850br3,440br1,360",8br27br18
202001020503,馬単,11 → 4,5010,19
202001020503,三連複,4 - 11 - 12,17690,49
202001020503,三連単,11 → 4 → 12,94130,259
202001020504,単勝,10,1460,7
202001020504,複勝,10br13br14,"660br240br1,500",7br2br12
202001020504,枠連,6 - 8,2300,7
202001020504,馬連,10 - 13,4600,14
202001020504,ワイド,10 - 13br10 - 14br13 - 14,"1,110br7,300br3,370",11br58br36
202001020504,馬単,10 → 13,8910,28
202001020504,三連複,10 - 13 - 14,46120,119
202001020504,三連単,10 → 13 → 14,253490,618
202001020505,単勝,9,610,2
202001020505,複勝,9br10br2,140br270br110,2br5br1
202001020505,枠連,6 - 6,3150,10
202001020505,馬連,9 - 10,2780,9
202001020505,ワイド,9 - 10br2 - 9br2 - 10,820br220br570,9br1br7
202001020505,馬単,9 → 10,5040,18
202001020505,三連複,2 - 9 - 10,1780,4
202001020505,三連単,9 → 10 → 2,15170,38
202001020506,単勝,10,900,4
202001020506,複勝,10br3br14,300br450br550,4br6br8
202001020506,枠連,3 - 6,1660,8
202001020506,馬連,3 - 10,7390,26
202001020506,ワイド,3 - 10br10 - 14br3 - 14,"2,170br1,990br5,110",24br23br50
202001020506,馬単,10 → 3,12280,44
202001020506,三連複,3 - 10 - 14,34580,113
202001020506,三連単,10 → 3 → 14,182280,574
202001020507,単勝,4,13440,13
202001020507,複勝,4br9br10,"1,280br110br330",11br1br5
202001020507,枠連,3 - 6,1260,6
202001020507,馬連,4 - 9,10720,23
202001020507,ワイド,4 - 9br4 - 10br9 - 10,"3,060br10,280br530",29br53br3
202001020507,馬単,4 → 9,35040,59
202001020507,三連複,4 - 9 - 10,18530,49
202001020507,三連単,4 → 9 → 10,341530,522
202001020508,単勝,12,860,4
202001020508,複勝,12br6br10,250br160br260,4br1br5
202001020508,枠連,4 - 7,1210,5
202001020508,馬連,6 - 12,1350,4
202001020508,ワイド,6 - 12br10 - 12br6 - 10,"560br1,380br700",5br13br7
202001020508,馬単,12 → 6,3600,15
202001020508,三連複,6 - 10 - 12,4400,12
202001020508,三連単,12 → 6 → 10,24610,78
202001020509,単勝,6,390,3
202001020509,複勝,6br4br9,"170br1,210br140",4br10br1
202001020509,枠連,4 - 6,12010,21
202001020509,馬連,4 - 6,11370,26
202001020509,ワイド,4 - 6br6 - 9br4 - 9,"2,720br250br2,800",24br1br25
202001020509,馬単,6 → 4,20080,43
202001020509,三連複,4 - 6 - 9,9240,29
202001020509,三連単,6 → 4 → 9,80630,196
202001020510,単勝,14,3410,10
202001020510,複勝,14br1br10,720br370br240,9br6br3
202001020510,枠連,1 - 7,530,1
202001020510,馬連,1 - 14,22270,57
202001020510,ワイド,1 - 14br10 - 14br1 - 10,"5,530br3,350br1,830",55br36br18
202001020510,馬単,14 → 1,48250,125
202001020510,三連複,1 - 10 - 14,48300,142
202001020510,三連単,14 → 1 → 10,375970,988
202001020511,単勝,6,2510,8
202001020511,複勝,6br5br14,570br350br330,8br6br5
202001020511,枠連,3 - 3,7400,25
202001020511,馬連,5 - 6,7600,26
202001020511,ワイド,5 - 6br6 - 14br5 - 14,"1,680br2,220br1,910",20br26br24
202001020511,馬単,6 → 5,16980,56
202001020511,三連複,5 - 6 - 14,24020,79
202001020511,三連単,6 → 5 → 14,160100,476
202001020512,単勝,14,1250,5
202001020512,複勝,14br8br7,340br150br840,6br1br10
202001020512,枠連,5 - 8,1190,4
202001020512,馬連,8 - 14,1450,4
202001020512,ワイド,8 - 14br7 - 14br7 - 8,"590br4,380br1,590",4br43br20
202001020512,馬単,14 → 8,3520,13
202001020512,三連複,7 - 8 - 14,12960,46
202001020512,三連単,14 → 8 → 7,73510,256
202001020601,単勝,4br7,270br540,2br6
202001020601,複勝,4br7br3,180br370br210,2br6br3
202001020601,枠連,3 - 5,1420,8
202001020601,馬連,4 - 7,3630,15
202001020601,ワイド,4 - 7br3 - 4br3 - 7,"1,200br800br1,470",15br9br23
202001020601,馬単,4 → 7br7 → 4,"3,020br3,640",23br32
202001020601,三連複,3 - 4 - 7,7270,28
202001020601,三連単,4 → 7 → 3br7 → 4 → 3,"22,290br22,590",156br158
202001020602,単勝,6,900,4
202001020602,複勝,6br1br2,"320br1,290br490",4br12br8
202001020602,枠連,1 - 5,17610,28
202001020602,馬連,1 - 6,17770,51
202001020602,ワイド,1 - 6br2 - 6br1 - 2,"4,920br1,510br5,710",48br16br56
202001020602,馬単,6 → 1,31330,93
202001020602,三連複,1 - 2 - 6,46130,135
202001020602,三連単,6 → 1 → 2,332530,875
202001020603,単勝,1,580,3
202001020603,複勝,1br10br6,230br390br310,2br5br3
