,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,horse_id,jockey_id,trainer_id,owner_id
202310010202,2,6,11,ステークホルダー,牡3,56.0,藤岡佑介,1:09.3,1,4.6,1.0,450(-14),[東] 斎藤誠,1200,曇,芝,稍重,2023年1月15日,2020103962,01093,01086,063803
202310010202,3,2,4,サンタアナテソーロ,牝3,52.0,原優介,1:09.9,3.1/2,5.5,3.0,390(-4),[東] 栗田徹,1200,曇,芝,稍重,2023年1月15日,2020102377,01184,01127,089803
202310010202,4,6,12,エルディアナ,牝3,54.0,北村友一,1:09.9,クビ,5.4,2.0,400(-4),[西] 渡辺薫彦,1200,曇,芝,稍重,2023年1月15日,2020103283,01102,01155,506800
202310010202,5,5,9,ピンポンマム,牝3,54.0,丹内祐次,1:10.3,2.1/2,40.4,12.0,414(-14),[東] 青木孝文,1200,曇,芝,稍重,2023年1月15日,2020106263,01091,01156,027803
202310010202,6,5,10,カンチェンジュンガ,牡3,53.0,今村聖奈,1:10.3,アタマ,9.2,5.0,470(0),[西] 庄野靖志,1200,曇,芝,稍重,2023年1月15日,2020101503,01193,01087,331007
202310010202,7,8,17,ロスマリンブルー,牝3,54.0,松若風馬,1:10.4,3/4,74.5,13.0,460(-4),[西] 音無秀孝,1200,曇,芝,稍重,2023年1月15日,2020110086,01154,01002,310007
202310010202,8,1,2,コロネット,牝3,53.0,泉谷楓真,1:10.5,1/2,161.6,15.0,412(-4),[西] 飯田雄三,1200,曇,芝,稍重,2023年1月15日,2020104399,01182,01050,716800
202310010202,9,7,15,ベストバディ,牝3,54.0,岩田康誠,1:10.6,クビ,11.0,6.0,386(+2),[東] 牧光二,1200,曇,芝,稍重,2023年1月15日,2020105426,05203,01106,988800
202310010202,10,3,6,ラピッドクイーン,牝3,50.0,永島まな,1:10.7,1/2,17.6,9.0,432(-8),[西] 高橋義忠,1200,曇,芝,稍重,2023年1月15日,2020110139,01187,01129,520031
202310010202,10,4,7,スクリプタム,牝3,54.0,原田和真,1:10.7,同着,224.0,17.0,466(0),[東] 小桧山悟,1200,曇,芝,稍重,2023年1月15日,2020102074,01143,01005,547800
202310010202,12,1,1,ベルボールドナイン,牡3,56.0,勝浦正樹,1:10.7,クビ,22.1,10.0,468(0),[東] 菊沢隆徳,1200,曇,芝,稍重,2023年1月15日,2020109130,01025,01115,123031
202310010202,13,8,18,サカジロレインボー,牝3,54.0,荻野極,1:11.0,1.3/4,104.4,14.0,412(+12),[西] 高橋康之,1200,曇,芝,稍重,2023年1月15日,2020104892,01160,01135,018700
202310010202,14,7,14,オーケードラゴン,牡3,56.0,ムルザバ,1:11.2,1.1/4,14.6,7.0,446(-6),[西] 杉山佳明,1200,曇,芝,稍重,2023年1月15日,2020100968,05627,01178,612030
202310010202,15,3,5,シゲルダンガン,牡3,56.0,酒井学,1:11.3,1/2,15.2,8.0,504(-4),[西] 谷潔,1200,曇,芝,稍重,2023年1月15日,2020100128,01034,00431,552031
202310010202,16,8,16,テナシティー,牝3,54.0,幸英明,1:11.5,1.1/4,31.2,11.0,456(+6),[西] 中村直也,1200,曇,芝,稍重,2023年1月15日,2020100393,00732,01186,669033
202310010202,17,7,13,ワイワイスマイル,牡3,53.0,水沼元輝,1:11.8,2,457.3,18.0,480(+4),[東] 天間昭一,1200,曇,芝,稍重,2023年1月15日,2020102444,01201,01090,731033
202310010202,18,2,3,アシリパ,牝3,53.0,松本大輝,1:12.6,5,175.8,16.0,452(+16),[西] 武英智,1200,曇,芝,稍重,2023年1月15日,2020104500,01191,01161,994002
202310010203,1,4,5,プリティインピンク,牝5,56.0,菊沢一樹,0:57.7,,6.2,3.0,430(-6),[東] 小手川準,1000,曇,ダート,重,2023年1月15日,2018104208,01161,01171,021006
202310010203,2,3,3,アカザ,牝4,56.0,丹内祐次,0:57.8,3/4,8.6,5.0,436(0),[東] 伊坂重信,1000,曇,ダート,重,2023年1月15日,2019104374,01091,01177,624007
202310010203,3,4,6,デルマシルフ,牝4,53.0,鷲頭虎太,0:58.4,3.1/2,11.0,6.0,458(+5),[西] 畑端省吾,1000,曇,ダート,重,2023年1月15日,2019101714,01202,01188,274002
202310010203,4,7,12,クインズプリーズ,牝4,56.0,藤岡康太,0:58.7,1.3/4,4.6,2.0,432(-14),[西] 吉岡辰弥,1000,曇,ダート,重,2023年1月15日,2019100578,01116,01176,390803
202310010203,5,3,4,エコロワカ,牝5,55.0,松本大輝,0:58.7,ハナ,25.9,10.0,454(-4),[東] 深山雅史,1000,曇,ダート,重,2023年1月15日,2018104455,01191,01174,783033
202310010203,6,8,13,ノアファンタジー,牝5,55.0,秋山稔樹,0:58.8,3/4,33.7,11.0,494(+6),[東] 大江原哲,1000,曇,ダート,重,2023年1月15日,2018102757,01181,01012,861002
202310010203,7,2,2,フウゲツムヘン,牝4,53.0,佐々木大,0:58.8,ハナ,64.7,12.0,428(-4),[東] 新開幸一,1000,曇,ダート,重,2023年1月15日,2019104299,01197,01116,188800
202310010203,8,8,14,メリヴェイユ,牝4,54.0,小林凌大,0:59.0,3/4,19.8,8.0,442(-2),[東] 伊藤圭三,1000,曇,ダート,重,2023年1月15日,2019105964,01177,01023,811033
202310010203,9,6,10,ワンエルメス,牝4,56.0,岩田康誠,0:59.1,1/2,6.4,4.0,468(+2),[東] 大和田成,1000,曇,ダート,重,2023年1月15日,2019102293,05203,01124,399009
202310010203,10,1,1,エヴァジョーネ,牝6,52.0,永島まな,0:59.2,1/2,14.7,7.0,434(0),[東] 堀内岳志,1000,曇,ダート,重,2023年1月15日,2017104724,01187,01189,415800
202310010203,11,7,11,ナムラデイリリー,牝4,56.0,酒井学,0:59.3,1,3.8,1.0,470(-6),[西] 大橋勇樹,1000,曇,ダート,重,2023年1月15日,2019102535,01034,01065,972002
202310010203,12,5,7,ミッキーレタス,牝4,53.0,今村聖奈,1:00.0,4,25.7,9.0,480(-8),[西] 高橋亮,1000,曇,ダート,重,2023年1月15日,2019102860,01193,01136,441007
202310010203,13,6,9,ハイレリーフ,牝5,56.0,黛弘人,1:00.0,クビ,109.3,13.0,462(+12),[東] 菊川正達,1000,曇,ダート,重,2023年1月15日,2018103529,01109,01052,851009
202310010203,14,5,8,エスペシャルストア,牝4,53.0,大久保友,1:00.3,1.3/4,155.8,14.0,406(-18),[西] 村山明,1000,曇,ダート,重,2023年1月15日,2019102316,01194,01107,451800
202310010204,1,5,5,スリーケイエヌ,牡5,60.0,北沢伸也,3:13.3,,4.0,1.0,470(-4),[西] 藤沢則雄,2860,小雨,障害,稍重,2023年1月15日,2018105935,00691,01041,061800
202310010204,2,5,6,スマートルミエール,牡6,60.0,五十嵐雄,3:13.5,3/4,9.7,7.0,446(-2),[東] 高橋文雅,2860,小雨,障害,稍重,2023年1月15日,2017103868,01069,01134,007803
202310010204,3,8,11,イロゴトシ,牡6,60.0,黒岩悠,3:13.8,1.3/4,5.9,3.0,478(+2),[西] 牧田和弥,2860,小雨,障害,稍重,2023年1月15日,2017109123,01072,01123,149033
202310010204,4,4,4,カサデガ,牡5,57.0,小牧加矢,3:14.1,1.3/4,6.3,4.0,458(+6),[西] 寺島良,2860,小雨,障害,稍重,2023年1月15日,2018105908,01196,01158,367033
202310010204,5,6,7,デザートスター,セ4,59.0,石神深一,3:14.2,3/4,7.0,5.0,458(-4),[東] 武井亮,2860,小雨,障害,稍重,2023年1月15日,2019101825,01059,01147,117030
202310010204,6,8,12,ワンダークローバー,牡5,60.0,難波剛健,3:15.5,8,41.2,11.0,480(+14),[西] 森田直行,2860,小雨,障害,稍重,2023年1月15日,2018103127,01066,01142,184033
202310010204,7,7,9,アサクサトラマル,牡5,60.0,蓑島靖典,3:15.8,2,38.5,10.0,456(-6),[東] 戸田博文,2860,小雨,障害,稍重,2023年1月15日,2018104789,01068,01054,537009
202310010204,7,7,10,ニホンピロマドン,牡8,60.0,中村将之,3:15.8,同着,17.3,8.0,530(+8),[西] 服部利之,2860,小雨,障害,稍重,2023年1月15日,2015105691,01101,01040,587031
202310010204,9,6,8,オーホンブリック,牡5,60.0,森一馬,3:15.8,ハナ,5.7,2.0,512(+20),[西] 吉村圭司,2860,小雨,障害,稍重,2023年1月15日,2018102030,01139,01130,788800
202310010204,10,2,2,ウェイマーク,牝4,57.0,草野太郎,3:16.4,3.1/2,30.2,9.0,496(+8),[東] 宮田敬介,2860,小雨,障害,稍重,2023年1月15日,2019105427,01113,01175,790005
202310010204,11,3,3,テーオーコンドル,セ4,59.0,西谷誠,3:19.4,大,8.9,6.0,456(-2),[西] 宮徹,2860,小雨,障害,稍重,2023年1月15日,2019104963,01005,01018,304008
202310010204,12,1,1,ドリームウィーバー,牡5,60.0,江田勇亮,3:19.9,2.1/2,189.8,12.0,480(-2),[東] 伊藤伸一,2860,小雨,障害,稍重,2023年1月15日,2018102731,01023,01031,055700
202310010205,1,1,2,テーオーヴァイナー,牡3,56.0,藤岡康太,1:09.9,,7.8,4.0,490(0),[西] 藤岡健一,1200,曇,芝,稍重,2023年1月15日,2020102321,01116,01062,304008
202310010205,2,6,12,ジャミーレ,牝3,54.0,団野大成,1:10.1,1.1/2,2.9,1.0,468(0),[西] 斉藤崇史,1200,曇,芝,稍重,2023年1月15日,2020103412,01180,01151,486800
202310010205,3,8,18,アスクダイアムーン,牡3,56.0,浜中俊,1:10.2,3/4,7.2,2.0,496(0),[西] 武幸四郎,1200,曇,芝,稍重,2023年1月15日,2020103285,01115,01160,037803
202310010205,4,7,14,レイレフア,牝3,54.0,丹内祐次,1:10.5,1.1/2,22.5,8.0,450(0),[東] 加藤士津,1200,曇,芝,稍重,2023年1月15日,2020103883,01091,01169,854800
202310010205,5,5,10,キャリーハピネス,牡3,56.0,ムルザバ,1:10.8,2,7.2,3.0,460(0),[西] 清水久詞,1200,曇,芝,稍重,2023年1月15日,2020105733,05627,01110,754033
202310010205,6,5,9,ハクサンミニョン,牝3,54.0,酒井学,1:11.2,2.1/2,8.1,5.0,440(0),[西] 高橋康之,1200,曇,芝,稍重,2023年1月15日,2020104905,01034,01135,841030
202310010205,7,1,1,ロゼアクアリオ,牝3,53.0,亀田温心,1:11.2,クビ,30.8,11.0,392(0),[西] 高柳大輔,1200,曇,芝,稍重,2023年1月15日,2020104015,01176,01159,616030
202310010205,8,7,13,ウィンザーロア,牡3,56.0,藤岡佑介,1:11.4,1.1/2,14.2,6.0,486(0),[西] 矢作芳人,1200,曇,芝,稍重,2023年1月15日,2020110048,01093,01075,046803
202310010205,9,2,4,ランドヴァッサー,牝3,54.0,岩田康誠,1:11.5,クビ,28.6,10.0,410(0),[西] 牧田和弥,1200,曇,芝,稍重,2023年1月15日,2020104069,05203,01123,078006
202310010205,10,8,16,ロンスアンドロンス,牡3,53.0,今村聖奈,1:11.7,1.1/4,44.1,12.0,444(0),[西] 松永昌博,1200,曇,芝,稍重,2023年1月15日,2020103908,01193,01083,162008
202310010205,11,7,15,ショウナンタバルア,牡3,56.0,菱田裕二,1:11.8,3/4,80.3,14.0,410(0),[西] 高橋義忠,1200,曇,芝,稍重,2023年1月15日,2020103149,01144,01129,331002
202310010205,12,6,11,ファルマリン,牝3,54.0,西村淳也,1:12.1,1.3/4,47.7,13.0,416(0),[西] 森田直行,1200,曇,芝,稍重,2023年1月15日,2020106712,01171,01142,418030
202310010205,13,2,3,ニホンピロベイリー,牝3,51.0,鷲頭虎太,1:12.1,クビ,146.0,18.0,430(0),[西] 服部利之,1200,曇,芝,稍重,2023年1月15日,2020101041,01202,01040,587031
202310010205,14,4,7,メイショウオオミネ,牡3,55.0,角田大和,1:12.3,1,14.5,7.0,450(0),[西] 石橋守,1200,曇,芝,稍重,2023年1月15日,2020106798,01186,01140,523005
202310010205,15,3,5,ペルセ,牡3,56.0,水口優也,1:12.4,1/2,103.8,16.0,484(0),[西] 池添兼雄,1200,曇,芝,稍重,2023年1月15日,2020101119,01133,01021,271008
202310010205,16,3,6,カワカミエレガンス,牝3,50.0,永島まな,1:12.6,1.1/4,24.1,9.0,418(0),[西] 本田優,1200,曇,芝,稍重,2023年1月15日,2020100448,01187,01099,691800
202310010205,17,4,8,スキダッチ,牝3,54.0,荻野琢真,1:12.9,2,126.8,17.0,424(0),[西] 小林真也,1200,曇,芝,稍重,2023年1月15日,2020105684,01112,01185,333031
202310010205,18,8,17,サンライズクリード,牡3,56.0,幸英明,1:12.9,ハナ,91.0,15.0,464(0),[西] 浜田多実,1200,曇,芝,稍重,2023年1月15日,2020106225,00732,01138,306008
202310010206,1,5,8,ホウオウスーペリア,牡3,56.0,西村淳也,1:49.2,,3.5,1.0,454(+6),[西] 吉岡辰弥,1800,晴,芝,稍重,2023年1月15日,2020103928,01171,01176,906033
202310010206,2,3,4,トーセンアウローラ,牡3,56.0,丹内祐次,1:49.2,クビ,4.3,3.0,468(+22),[東] 尾形和幸,1800,晴,芝,稍重,2023年1月15日,2020102499,01091,01141,270006
202310010206,3,6,9,サンライズタイソン,牡3,56.0,北村友一,1:49.4,1.1/4,62.8,10.0,424(-2),[西] 平田修,1800,晴,芝,稍重,2023年1月15日,2020101597,01102,01082,399803
202310010206,4,3,3,ワカタツフェイス,牝3,54.0,幸英明,1:49.6,1,6.6,4.0,456(+8),[西] 森田直行,1800,晴,芝,稍重,2023年1月15日,2020100808,00732,01142,874033
202310010206,5,1,1,フルラインナップ,牡3,54.0,小林凌大,1:50.0,2.1/2,80.7,12.0,452(+2),[東] 小島茂之,1800,晴,芝,稍重,2023年1月15日,2020104797,01177,01068,011008
202310010206,6,6,10,ネザーランドリマ,牝3,52.0,原優介,1:50.2,1.1/4,40.2,8.0,414(+2),[東] 小桧山悟,1800,晴,芝,稍重,2023年1月15日,2020102139,01184,01005,197002
202310010206,7,8,13,チアーズ,牝3,54.0,岩田康誠,1:50.3,クビ,3.6,2.0,478(-4),[西] 杉山晴紀,1800,晴,芝,稍重,2023年1月15日,2020104499,05203,01157,994002
202310010206,8,4,5,トーセンサウダージ,牡3,56.0,勝浦正樹,1:50.9,3.1/2,8.3,5.0,494(+8),[東] 杉浦宏昭,1800,晴,芝,稍重,2023年1月15日,2020102468,01025,01008,270006
202310010206,9,7,11,フェリシエンヌ,牝3,54.0,荻野琢真,1:51.6,4,148.3,14.0,418(+4),[西] 小林真也,1800,晴,芝,稍重,2023年1月15日,2020100676,01112,01185,224031
202310010206,10,5,7,ウワサノアノコ,牝3,54.0,黛弘人,1:51.8,1.1/2,134.6,13.0,420(0),[東] 石栗龍彦,1800,晴,芝,稍重,2023年1月15日,2020100624,01109,01043,781002
202310010206,11,8,14,マサハヤヴァンス,牝3,50.0,永島まな,1:51.8,アタマ,40.2,9.0,426(+8),[西] 中尾秀正,1800,晴,芝,稍重,2023年1月15日,2020103084,01187,01069,471033
202310010206,12,4,6,オーケーボニータ,牝3,54.0,団野大成,1:52.4,3.1/2,20.5,6.0,486(-8),[西] 奥村豊,1800,晴,芝,稍重,2023年1月15日,2020104255,01180,01146,612030
202310010206,13,7,12,トゥルーキーノ,牡3,56.0,松岡正海,1:59.8,大,69.0,11.0,452(+6),[東] 堀内岳志,1800,晴,芝,稍重,2023年1月15日,2020106716,01085,01189,013803
202310010206,14,2,2,シュタイナー,牡3,56.0,荻野極,2:01.0,7,24.7,7.0,456(-6),[西] 池江泰寿,1800,晴,芝,稍重,2023年1月15日,2020103423,01160,01071,486800
202310010207,1,8,12,エバーシャドネー,牝4,55.0,藤岡佑介,2:01.6,,1.8,1.0,450(+2),[西] 藤岡健一,2000,晴,芝,稍重,2023年1月15日,2019105108,01093,01062,039030
202310010207,2,7,10,ベッラアルバ,牝4,54.0,角田大和,2:01.6,1/2,16.5,6.0,458(-2),[西] 中竹和也,2000,晴,芝,稍重,2023年1月15日,2019104924,01186,01039,415800
202310010207,3,8,13,タンジェリンムーン,牝6,56.0,ムルザバ,2:01.7,アタマ,21.9,7.0,454(+2),[西] 松永昌博,2000,晴,芝,稍重,2023年1月15日,2017105584,05627,01083,226800
202310010207,4,6,8,エレフセリア,牝5,56.0,丹内祐次,2:01.7,クビ,35.4,8.0,448(-2),[東] 武藤善則,2000,晴,芝,稍重,2023年1月15日,2018102176,01091,01064,546800
202310010207,5,4,4,ラスマドレス,牝4,55.0,岩田康誠,2:01.8,1/2,5.8,2.0,456(+4),[西] 安田隆行,2000,晴,芝,稍重,2023年1月15日,2019105048,05203,00438,486800
202310010207,6,5,6,サトノヴィーナス,牝6,56.0,北村友一,2:02.1,1.3/4,10.0,5.0,484(+8),[西] 平田修,2000,晴,芝,稍重,2023年1月15日,2017105323,01102,01082,790031
202310010207,7,6,9,ポルテーニャ,牝4,55.0,小崎綾也,2:02.2,1/2,144.2,12.0,436(+4),[西] 西村真幸,2000,晴,芝,稍重,2023年1月15日,2019104551,01152,01148,808800
202310010207,8,1,1,サトノリーベ,牝4,55.0,西村淳也,2:02.5,1.1/2,7.1,3.0,436(0),[西] 藤原英昭,2000,晴,芝,稍重,2023年1月15日,2019101635,01171,01055,790031
202310010207,9,2,2,ネージュプドルーズ,牝4,52.0,今村聖奈,2:02.7,1.1/4,65.0,10.0,416(0),[東] 尾関知人,2000,晴,芝,稍重,2023年1月15日,2019104487,01193,01103,808800
202310010207,10,7,11,ウインメイユール,牝5,56.0,黛弘人,2:02.8,1,123.7,11.0,426(+2),[東] 青木孝文,2000,晴,芝,稍重,2023年1月15日,2018101618,01109,01156,494800
202310010207,11,4,5,ジェラペッシュ,牝6,54.0,原優介,2:02.9,1/2,182.3,13.0,452(-2),[東] 南田美知,2000,晴,芝,稍重,2023年1月15日,2017105940,01184,00437,932008
202310010207,12,3,3,レディーシス,牝4,55.0,藤岡康太,2:03.3,2.1/2,63.7,9.0,416(0),[西] 小崎憲,2000,晴,芝,稍重,2023年1月15日,2019106868,01116,01085,838008
202310010207,13,5,7,ダイシンビヨンド,牝4,55.0,松若風馬,2:03.8,2.1/2,8.3,4.0,466(+18),[西] 梅田智之,2000,晴,芝,稍重,2023年1月15日,2019101985,01154,01084,929002
202310010208,1,2,4,サンライズジャスト,牡4,57.0,藤岡康太,1:43.2,,4.6,2.0,532(-2),[西] 羽月友彦,1700,曇,ダート,重,2023年1月15日,2019101668,01116,01091,399803
202310010208,2,4,8,トップスターサン,牡5,58.0,団野大成,1:43.3,クビ,4.0,1.0,518(+4),[西] 四位洋文,1700,曇,ダート,重,2023年1月15日,2018110119,01180,01184,138007
202310010208,3,3,5,スペクトログラム,牡4,57.0,ムルザバ,1:43.6,1.3/4,5.4,3.0,494(0),[西] 池江泰寿,1700,曇,ダート,重,2023年1月15日,2019105186,05627,01071,506800
202310010208,4,7,14,キングレリック,牡4,57.0,松若風馬,1:43.7,1/2,5.7,4.0,518(-6),[西] 高野友和,1700,曇,ダート,重,2023年1月15日,2019103762,01154,01117,102800
202310010208,5,3,6,クリノパイソン,セ5,55.0,佐々木大,1:43.8,1,30.1,10.0,478(0),[東] 蛯名利弘,1700,曇,ダート,重,2023年1月15日,2018101216,01197,01131,970006
202310010208,6,6,11,エアフォースワン,牡4,57.0,菱田裕二,1:44.1,1.1/2,11.7,6.0,458(-4),[西] 大根田裕,1700,曇,ダート,重,2023年1月15日,2019103506,01144,01032,311030
202310010208,7,8,15,サンライズスコール,牡4,57.0,幸英明,1:44.2,3/4,27.8,9.0,460(+10),[西] 石坂公一,1700,曇,ダート,重,2023年1月15日,2019101621,00732,01166,306008
202310010208,8,7,13,グッドフェイス,牡4,56.0,松本大輝,1:44.3,3/4,12.6,7.0,480(+2),[西] 松下武士,1700,曇,ダート,重,2023年1月15日,2019106852,01191,01149,874033
202310010208,9,4,7,フリークボンバー,牡6,57.0,角田大和,1:44.6,1.3/4,11.0,5.0,490(+6),[西] 岡田稲男,1700,曇,ダート,重,2023年1月15日,2017103822,01186,01066,318007
202310010208,10,1,2,レッドアウレア,セ5,58.0,黛弘人,1:44.7,1/2,126.2,13.0,492(+4),[東] 尾関知人,1700,曇,ダート,重,2023年1月15日,2018104857,01109,01103,180800
202310010208,11,1,1,ブレイクザアイス,牡4,57.0,勝浦正樹,1:44.9,1,19.9,8.0,468(+18),[東] 高橋裕,1700,曇,ダート,重,2023年1月15日,2019103219,01025,00412,095700
202310010208,12,5,10,オーマイオーマイ,牡6,58.0,小崎綾也,1:45.0,1/2,63.5,11.0,478(0),[西] 小崎憲,1700,曇,ダート,重,2023年1月15日,2017104884,01152,01085,002803
202310010208,13,8,16,クリノザウルス,牡5,57.0,秋山稔樹,1:45.2,1.1/4,266.2,16.0,486(0),[東] 本間忍,1700,曇,ダート,重,2023年1月15日,2018101551,01181,01056,970006
202310010208,14,2,3,マグナムハート,牡5,58.0,菊沢一樹,1:45.4,1.1/4,205.2,14.0,514(+2),[東] 浅野洋一,1700,曇,ダート,重,2023年1月15日,2018104723,01161,00421,367033
202310010208,15,6,12,コウエイキズナ,牡4,57.0,西村淳也,1:45.8,2.1/2,68.6,12.0,502(+10),[西] 新谷功一,1700,曇,ダート,重,2023年1月15日,2019106256,01171,01172,495005
202310010208,16,5,9,メイマックス,セ4,57.0,丹内祐次,1:46.6,5,214.2,15.0,470(+10),[東] 和田正一,1700,曇,ダート,重,2023年1月15日,2019100144,01091,01114,768005
202310010209,1,6,12,バンデルオーラ,牡4,58.0,浜中俊,1:09.1,,5.6,3.0,478(+8),[西] 牧浦充徳,1200,曇,芝,稍重,2023年1月15日,2019104915,01115,01113,415800
202310010209,2,7,15,ウインモナーク,牡4,58.0,松岡正海,1:09.1,ハナ,3.3,1.0,496(+16),[東] 奥平雅士,1200,曇,芝,稍重,2023年1月15日,2019100214,01085,01074,494800
202310010209,3,6,11,トーセンサンダー,牡4,58.0,勝浦正樹,1:09.3,1,8.7,4.0,470(-18),[東] 杉浦宏昭,1200,曇,芝,稍重,2023年1月15日,2019104386,01025,01008,270006
202310010209,4,5,9,ジュストコル,牡5,58.0,丸山元気,1:09.4,1/2,17.6,8.0,522(+16),[西] 大久保龍,1200,曇,芝,稍重,2023年1月15日,2018110001,01127,01058,758005
202310010209,5,4,7,マイネルレノン,牡4,58.0,泉谷楓真,1:09.6,1.1/4,13.3,6.0,472(+2),[西] 宮徹,1200,曇,芝,稍重,2023年1月15日,2019100751,01182,01018,546800
202310010209,6,8,16,サニーオーシャン,セ5,58.0,幸英明,1:09.6,アタマ,219.6,16.0,454(+4),[東] 中野栄治,1200,曇,芝,稍重,2023年1月15日,2018103296,00732,01010,471002
202310010209,7,2,3,オードゥメール,牝4,56.0,藤岡佑介,1:09.8,1.1/4,30.3,10.0,466(+6),[東] 斎藤誠,1200,曇,芝,稍重,2023年1月15日,2019103010,01093,01086,669033
202310010209,8,8,18,エテルナメンテ,牝4,56.0,野中悠太,1:09.8,クビ,94.9,14.0,466(+2),[東] 小島茂之,1200,曇,芝,稍重,2023年1月15日,2019101917,01158,01068,003060
202310010209,9,7,14,サクセスハーモニー,牝6,56.0,菱田裕二,1:09.9,クビ,353.6,18.0,442(-6),[東] 久保田貴,1200,曇,芝,稍重,2023年1月15日,2017100519,01144,01067,395803
202310010209,10,1,2,ハギノモーリス,牡4,58.0,松若風馬,1:10.0,1/2,10.7,5.0,470(-8),[西] 高野友和,1200,曇,芝,稍重,2023年1月15日,2019100652,01154,01117,950006
202310010209,11,2,4,ゼットレヨン,牡4,58.0,酒井学,1:10.0,ハナ,29.9,9.0,474(-4),[西] 吉田直弘,1200,曇,芝,稍重,2023年1月15日,2019103065,01034,01101,730800
202310010209,12,8,17,ミズノコキュウ,牝4,56.0,丹内祐次,1:10.1,1,81.0,13.0,424(+4),[東] 水野貴広,1200,曇,芝,稍重,2023年1月15日,2019102436,01091,01094,546800
202310010209,13,1,1,ショウナンマッハ,牡4,58.0,岩田康誠,1:10.2,クビ,4.8,2.0,504(+2),[西] 茶木太樹,1200,曇,芝,稍重,2023年1月15日,2019104697,05203,01181,331002
202310010209,14,4,8,メルヴィル,牝4,56.0,北村友一,1:10.3,1/2,17.6,7.0,432(+4),[西] 音無秀孝,1200,曇,芝,稍重,2023年1月15日,2019105050,01102,01002,486800
202310010209,15,7,13,ステラダイヤ,牝5,56.0,藤岡康太,1:10.3,アタマ,131.3,15.0,498(+2),[東] 高柳瑞樹,1200,曇,芝,稍重,2023年1月15日,2018100636,01116,01118,092700
202310010209,16,5,10,チャイカ,牝6,56.0,西村淳也,1:10.5,1.1/4,31.3,11.0,478(+2),[西] 今野貞一,1200,曇,芝,稍重,2023年1月15日,2017105126,01171,01128,727008
202310010209,17,3,5,セリノーフォス,牝4,56.0,荻野極,1:10.6,3/4,32.6,12.0,466(+2),[西] 本田優,1200,曇,芝,稍重,2023年1月15日,2019104772,01160,01099,415800
202310010209,18,3,6,ミキノバスドラム,牡5,58.0,原優介,1:11.3,4,230.5,17.0,504(0),[東] 南田美知,1200,曇,芝,稍重,2023年1月15日,2018105873,01184,00437,918002
202310010210,1,7,12,テーオーシリウス,牡5,58.0,藤岡佑介,1:48.4,,18.8,8.0,470(+6),[西] 奥村豊,1800,曇,芝,稍重,2023年1月15日,2018106834,01093,01146,304008
202310010210,2,5,9,エニシノウタ,牝5,56.0,藤田菜七,1:48.5,1/2,11.5,5.0,452(0),[西] 笹田和秀,1800,曇,芝,稍重,2023年1月15日,2018106324,01164,01104,370008
202310010210,3,3,4,ジュンブルースカイ,牡5,58.0,西村淳也,1:48.5,ハナ,2.8,1.0,448(-4),[西] 友道康夫,1800,曇,芝,稍重,2023年1月15日,2018105085,01171,01061,165033
202310010210,4,8,15,スウィートブルーム,牝5,56.0,丸山元気,1:48.7,1.1/4,40.8,11.0,432(-2),[東] 和田雄二,1800,曇,芝,稍重,2023年1月15日,2018102131,01127,01143,546800
202310010210,5,7,13,メイショウカクウン,牡8,58.0,団野大成,1:48.7,アタマ,105.9,13.0,464(-4),[西] 石橋守,1800,曇,芝,稍重,2023年1月15日,2015103983,01180,01140,523005
202310010210,6,4,6,マイネルダグラス,牡5,58.0,丹内祐次,1:48.7,ハナ,25.5,10.0,514(0),[東] 相沢郁,1800,曇,芝,稍重,2023年1月15日,2018102148,01091,01020,546800
202310010210,7,5,8,サウンドウォリアー,牡5,58.0,幸英明,1:48.7,アタマ,5.5,2.0,496(-6),[西] 高橋康之,1800,曇,芝,稍重,2023年1月15日,2018104591,00732,01135,168006
202310010210,8,2,2,シューラヴァラ,牡5,58.0,ムルザバ,1:49.0,1.3/4,19.5,9.0,466(0),[西] 川村禎彦,1800,曇,芝,稍重,2023年1月15日,2018104129,05627,01003,936033
202310010210,9,6,11,シティレインボー,牡5,58.0,菱田裕二,1:49.2,1.1/4,14.5,6.0,480(-2),[西] 池添兼雄,1800,曇,芝,稍重,2023年1月15日,2018106513,01144,01021,966002
202310010210,10,3,5,ホウオウジョルノ,牡5,58.0,野中悠太,1:49.3,1,6.1,3.0,464(-10),[西] 安田翔伍,1800,曇,芝,稍重,2023年1月15日,2018103565,01158,01164,906033
202310010210,11,4,7,ケルンキングダム,セ7,58.0,小崎綾也,1:49.4,1/2,173.4,15.0,452(-4),[西] 小崎憲,1800,曇,芝,稍重,2023年1月15日,2016102113,01152,01085,838008
202310010210,12,8,14,シゲルローズマリー,牡4,57.0,岩田康誠,1:49.6,1,7.5,4.0,474(+2),[西] 渡辺薫彦,1800,曇,芝,稍重,2023年1月15日,2019101261,05203,01155,552031
202310010210,13,6,10,シーリアスラブ,牡7,58.0,荻野極,1:49.7,1,57.0,12.0,466(+8),[西] 杉山佳明,1800,曇,芝,稍重,2023年1月15日,2016105048,01160,01178,310007
202310010210,14,1,1,ヴェルザスカ,牝6,56.0,松若風馬,1:49.9,1.1/4,17.9,7.0,452(0),[西] 今野貞一,1800,曇,芝,稍重,2023年1月15日,2017104196,01154,01128,448009
